순번,분전함번호,표찰번호,행정동,법정동,리,지번,위도,경도,램프종류1,램프용량1,등수1,램프종류2,램프용량2,등수2,램프종류3,램프용량3,등수3,보행등종류,보행등용량,보행등기구,보행등수,총등수,설치일자,지번 주소
3864,#372,#372-69,가호동,가좌동,,911,35.15092359272411,128.10283559594276,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 가좌동 911
3865,#372,#372-70,가호동,가좌동,,911,35.15080069616874,128.10247454549702,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 가좌동 911
3866,#372,#372-71,가호동,가좌동,,996-12,35.15068212980671,128.10213275865047,LED,150W,1,LED,60W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 가좌동 996-12
3867,#372,#372-72,가호동,가좌동,,911,35.15058819561303,128.10180776552465,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 가좌동 911
3868,#372,#372-73,가호동,가좌동,,996-12,35.15049611448141,128.1015266931663,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 가좌동 996-12
3869,#372,#372-74,가호동,가좌동,,996-12,35.15039985084849,128.10120990038717,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 가좌동 996-12
3870,#372,#372-75,가호동,가좌동,,998,35.150265485021926,128.1008706476365,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 가좌동 998
3871,#372,#372-76,가호동,가좌동,,998,35.15010393288564,128.10054749048146,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 가좌동 998
3872,#372,#372-77,가호동,가좌동,,1071,35.14987533828718,128.1001630768392,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 가좌동 1071
3873,#372,#372-78,가호동,가좌동,,1071,35.14967107706037,128.09982837423135,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 가좌동 1071
3874,#372,#372-78(1),가호동,가좌동,,1071,35.149594562969924,128.09956946394294,LED,75W,1,,,0,,,0,,,,0,1,2020-12-14,경상남도 진주시 가좌동 1071
3875,#372,#372-78(2),가호동,가좌동,,1071,35.149714917251806,128.0994668333676,LED,75W,1,,,0,,,0,,,,0,1,2020-12-14,경상남도 진주시 가좌동 1071
3876,#372,#372-79,가호동,가좌동,,996-12,35.14935587084115,128.09955253567156,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 가좌동 996-12
3877,#372,#372-80,가호동,가좌동,,996-12,35.14913383331256,128.09968671833894,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 가좌동 996-12
3878,#372,#372-81,가호동,가좌동,,996-12,35.149331809228165,128.0999692091226,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 가좌동 996-12
3879,#372,#372-82,가호동,가좌동,,996-12,35.149531838151525,128.1002736761883,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 가좌동 996-12
3880,#372,#372-83,가호동,가좌동,,996-12,35.149684553570225,128.10057750762303,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 가좌동 996-12
3881,#372,#372-84,가호동,가좌동,,996-12,35.14987151163212,128.10083241987036,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 가좌동 996-12
3882,#372,#372-85,가호동,가좌동,,996-12,35.150035340937876,128.10115286390172,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 가좌동 996-12
3883,#372,#372-86,가호동,가좌동,,996-12,35.15016725348705,128.10151403051464,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 가좌동 996-12
3884,#372,#372-87,가호동,가좌동,,996-12,35.150263416549855,128.10184179510782,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 가좌동 996-12
3885,#372,#372-88,가호동,가좌동,,996-12,35.14939940102362,128.10442815008574,LED,150W,1,LED,50W,1,,,0,,,,0,2,2012-02-07,경상남도 진주시 가좌동 996-12
3886,#372,#372-89,가호동,가좌동,,996-12,35.14967574018032,128.10427002294324,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-09-23,경상남도 진주시 가좌동 996-12
3887,#372,#372-90,가호동,가좌동,,988,35.15003518947545,128.1040762913029,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-09-23,경상남도 진주시 가좌동 988
3888,#373,#373-1,상평동,상평동,,283-1,35.1781125023522,128.10147378461946,CDM,70W,1,CDM,70W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 상평동 283-1
3889,#373,#373-2,상평동,상평동,,333,35.17813893203579,128.10129301277845,CDM,70W,1,CDM,70W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 상평동 333
3890,#373,#373-3,상평동,상평동,,283-1,35.17809779714985,128.1011085852184,CDM,70W,1,CDM,70W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 상평동 283-1
3891,#373,#373-4,상평동,상평동,,333,35.17813321324674,128.10093067883164,CDM,70W,1,CDM,70W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 상평동 333
3892,#373,#373-5,상평동,상평동,,283-1,35.178074128821294,128.10073777635495,CDM,70W,1,CDM,70W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 상평동 283-1
3893,#374,#374-0,상대동,상대동,,896-28,35.18202567559782,128.1294408532956,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-08-19,경상남도 진주시 상대동 896-28
3894,#374,#374-1,상대동,상대동,,896-28,35.182260276884946,128.12941253748403,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 상대동 896-28
3895,#374,#374-2,상대동,상대동,,896-28,35.18259766895743,128.12935545406594,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 상대동 896-28
3896,#374,#374-3,하대동,하대동,,54,35.182904695809306,128.12929553326654,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 하대동 54
3897,#374,#374-4,하대동,하대동,,54,35.18324730081261,128.12924117164795,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 하대동 54
3898,#374,#374-5,하대동,하대동,,54,35.18354483383858,128.1291867386374,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 54
3899,#374,#374-6,하대동,하대동,,54,35.18407678743428,128.12908875255587,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 54
3900,#374,#374-7,하대동,하대동,,54,35.18455464296301,128.1290016606248,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 54
3901,#374,#374-8,하대동,하대동,,54,35.18497835395437,128.12896938510687,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 54
3902,#374,#374-9,하대동,하대동,,54,35.1853119326904,128.12892598712668,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 54
3903,#374,#374-10,하대동,하대동,,54,35.18569054844526,128.1289156012871,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 54
3904,#374,#374-11,하대동,하대동,,732-63,35.186150328488566,128.1288724008822,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 732-63
3905,#374,#374-12,하대동,하대동,,50-7,35.186574027717995,128.1288511047783,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 50-7
3906,#374,#374-13,하대동,하대동,,48-3,35.18706082758692,128.1288299075131,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 48-3
3907,#374,#374-14,하대동,하대동,,47-1,35.18748453835982,128.12879763015331,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 47-1
3908,#374,#374-15,하대동,하대동,,38-6,35.187872203183126,128.12875431502567,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 38-6
3909,#374,#374-16,하대동,하대동,,38-6,35.18824181599282,128.12873293304523,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 38-6
3910,#374,#374-17,하대동,하대동,,40-3,35.18861142877641,128.1287115508764,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 40-3
3911,#374,#374-18,하대동,하대동,,40-6,35.18904414218601,128.1286902674713,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 40-6
3912,#374,#374-19,하대동,하대동,,41-1,35.18947687876429,128.12864702168656,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 41-1
3913,#374,#374-20,하대동,하대동,,11-6,35.189846514653695,128.12860367656185,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 11-6
3914,#374,#374-21,하대동,하대동,,11-6,35.19015301508246,128.12859317570857,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 11-6
3915,#374,#374-22,하대동,하대동,,8-5,35.19042348117573,128.12856065586445,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 8-5
3916,#374,#374-23,하대동,하대동,,9-3,35.19071197600132,128.1285281640456,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 9-3
3917,#374,#374-24,하대동,하대동,,9-1,35.19101851114351,128.1284847189432,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 9-1
3918,#374,#374-25,하대동,하대동,,732-34,35.191316008712874,128.12846322206462,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 732-34
3919,#374,#374-26,하대동,하대동,,732-34,35.19161351784602,128.12843074366447,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 732-34
3920,#374,#374-27,하대동,하대동,,732-60,35.19184792633353,128.12839816629406,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 732-60
3921,#374,#374-28,하대동,하대동,,732-34,35.19214136315734,128.12837861122855,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 732-34
3922,#374,#374-29,하대동,하대동,,732-56,35.192490953829164,128.1283422727696,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 732-56
3923,#374,#374-30,하대동,하대동,,732-56,35.19282702678431,128.12830574712453,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 732-56
3924,#374,#374-31,하대동,하대동,,732-69,35.19321717048048,128.12826996886758,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 732-69
3925,#374,#374-32,하대동,하대동,,732-69,35.1936230847866,128.12823440838164,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 732-69
3926,#374,#374-33,하대동,하대동,,732-69,35.194162102008086,128.12818147369256,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 하대동 732-69
3927,,#375-1,중앙동,옥봉동,,700-1,35.19329593297601,128.09340288865778,LED,100W,1,,,0,,,0,,,,0,1,2021-09-06,경상남도 진주시 옥봉동 700-1
3928,#375,#375-2,중앙동,옥봉동,,700-1,35.19327921767891,128.09375675439833,LED,100W,1,,,0,,,0,,,,0,1,2021-09-06,경상남도 진주시 옥봉동 700-1
3929,#375,#375-3,중앙동,옥봉동,,700-1,35.19324061634128,128.09403895963618,LED,100W,1,,,0,,,0,,,,0,1,2021-09-06,경상남도 진주시 옥봉동 700-1
3930,#375,#375-4,중앙동,옥봉동,,889-3,35.19318599549444,128.0943483985411,LED,100W,1,,,0,,,0,,,,0,1,2021-09-06,경상남도 진주시 옥봉동 889-3
3931,#375,#375-5,중앙동,옥봉동,,산 13-22,35.19316826498258,128.0945650060779,LED,100W,1,,,0,,,0,,,,0,1,2021-09-06,경상남도 진주시 옥봉동 산 13-22
3932,#375,#375-6,중앙동,옥봉동,,779-1,35.19320913622657,128.09477965488193,LED,100W,1,,,0,,,0,,,,0,1,2021-09-06,경상남도 진주시 옥봉동 779-1
3933,#375,#375-7,중앙동,옥봉동,,779-1,35.19326109822497,128.09501366689136,LED,100W,1,,,0,,,0,,,,0,1,2021-09-06,경상남도 진주시 옥봉동 779-1
3934,#375,#375-8,중앙동,옥봉동,,700-1,35.19329530903764,128.09521724723024,LED,100W,1,,,0,,,0,,,,0,1,2021-09-06,경상남도 진주시 옥봉동 700-1
3935,#375,#375-9,중앙동,옥봉동,,700-1,35.19332223917891,128.0954783725265,LED,100W,1,,,0,,,0,,,,0,1,2021-09-06,경상남도 진주시 옥봉동 700-1
3936,#376,#376-1,초장동,초전동,,1583-19,35.20483006360091,128.12703460773164,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 초전동 1583-19
3937,#376,#376-2,초장동,초전동,,1583-19,35.20531693042865,128.1269474959432,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 초전동 1583-19
3938,#376,#376-3,초장동,초전동,,1583-19,35.205740673787766,128.126882252067,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 초전동 1583-19
3939,#376,#376-4,초장동,초전동,,1583-14,35.20620049737488,128.12679509660654,LED,150W,1,LED,55W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 초전동 1583-14
3940,#376,#376-5,초장동,초전동,,1583-14,35.20667834957225,128.12670796802342,LED,150W,1,LED,55W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 초전동 1583-14
3941,#376,#376-6,초장동,초전동,,1583-11,35.207192281921905,128.12659892716292,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 초전동 1583-11
3942,#376,#376-7,초장동,초전동,,1583-11,35.20761602496784,128.12653368000514,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 초전동 1583-11
3943,#376,#376-8,초장동,초전동,,1583-11,35.20803077641334,128.12644645111777,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 초전동 1583-11
3944,#376,#376-9,초장동,초전동,,1583-11,35.20845455351763,128.1263482516019,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 초전동 1583-11
3945,#376,#376-10,초장동,초전동,,1583-11,35.20886932755263,128.12623905350347,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 초전동 1583-11
3946,#376,#376-11,초장동,초전동,,1583-11,35.20932019298905,128.12609695849645,LED,150W,1,LED,55W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 초전동 1583-11
3947,#376,#376-12,초장동,초전동,,1583-11,35.20971699485789,128.12593281124623,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 초전동 1583-11
3948,#376,#376-13,초장동,초전동,,1583-11,35.21014988790541,128.1257357661063,LED,150W,1,LED,55W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 초전동 1583-11
3949,#376,#376-14,초장동,초전동,,1583-26,35.21051056386335,128.12563746370952,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 초전동 1583-26
3950,#376,#376-15,초장동,초전동,,1583-26,35.21085324499669,128.12550618097126,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 초전동 1583-26
3951,#376,#376-16,초장동,초전동,,1583-28,35.211186934241354,128.12535291534354,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 초전동 1583-28
3952,#376,#376-17,초장동,초전동,,1583-28,35.21164682412299,128.12519984113203,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 초전동 1583-28
3953,#376,#376-18,초장동,초전동,,1583-18,35.21201654776145,128.12506859598165,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 초전동 1583-18
3954,#376,#376-19,초장동,초전동,,1583-22,35.2124324682458,128.1249117092618,LED,150W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 초전동 1583-22
3955,#377,#377-1,가호동,가좌동,,479-26,35.15544767562356,128.10930297140504,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 479-26
3956,#377,#377-2,가호동,가좌동,,479-25,35.15524270493286,128.10929470160246,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 479-25
3957,#377,#377-3,가호동,가좌동,,479-38,35.15501740720016,128.1092916430909,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 479-38
3958,#377,#377-4,가호동,가좌동,,479-43,35.154679485703404,128.10928431214916,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 479-43
3959,#377,#377-5,가호동,가좌동,,996-6,35.154355056934236,128.10927990803628,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 996-6
3960,#377,#377-6,가호동,가좌동,,458-3,35.15398800827544,128.10925114311027,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 458-3
3961,#377,#377-7,가호동,가좌동,,952-1,35.153797875630175,128.10910224441616,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 952-1
3962,#377,#377-8,가호동,가좌동,,952-3,35.15359866641048,128.10895687645723,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 952-3
3963,#377,#377-9,가호동,가좌동,,952-3,35.15341305018738,128.10880346304725,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 952-3
3964,#377,#377-10,가호동,가좌동,,952-3,35.153247384211234,128.10868598690413,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 952-3
3965,#377,#377-11,가호동,가좌동,,996-7,35.15307300740375,128.10853547077545,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 996-7
3966,#377,#377-12,가호동,가좌동,,465-3,35.15294308761759,128.10840458853866,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 465-3
3967,#377,#377-13,가호동,가좌동,,996-7,35.15278270516336,128.10824895072156,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 996-7
3968,#377,#377-14,가호동,가좌동,,996-7,35.15263110845861,128.10807131018393,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 996-7
3969,#377,#377-15,가호동,가좌동,,996-7,35.15246153781336,128.10788793962814,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 996-7
3970,#377,#377-16,가호동,가좌동,,996-7,35.15229880105391,128.10769643197122,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 996-7
3971,#377,#377-17,가호동,가좌동,,996-7,35.152147178411596,128.10752153666766,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 996-7
3972,#377,#377-18,가호동,가좌동,,996-7,35.1519822382024,128.10732451365254,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 996-7
3973,#377,#377-19,가호동,가좌동,,996-7,35.15183509588201,128.10715242390717,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 996-7
3974,#377,#377-20,가호동,가좌동,,996-7,35.15165005365814,128.1069359257704,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 996-7
3975,#377,#377-21,가호동,가좌동,,996-7,35.151493243724516,128.1067233505374,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 996-7
3976,#377,#377-22,가호동,가좌동,,953,35.15130437496027,128.10654441489265,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 953
3977,#377,#377-23,가호동,가좌동,,953,35.15110599649172,128.10629478637918,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 953
3978,#377,#377-24,가호동,가좌동,,953,35.1509005682065,128.1061027384409,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 953
3979,#377,#377-25,가호동,가좌동,,953,35.150749043278424,128.1059168766585,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 953
3980,#377,#377-26,가호동,가좌동,,539,35.15098458023863,128.10578563459498,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 539
3981,#377,#377-27,가호동,가좌동,,996-7,35.15108691565925,128.10543585642605,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 996-7
3982,#377,#377-28,가호동,가좌동,,996-7,35.15125563844982,128.10521866139112,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 996-7
3983,#377,#377-29,가호동,가좌동,,492-12,35.151420081100014,128.10522362872703,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 492-12
3984,#377,#377-30,가호동,가좌동,,492-11,35.15165701845676,128.10493876775348,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 492-11
3985,#377,#377-31,가호동,가좌동,,539,35.15125090419227,128.105515680188,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 539
3986,#377,#377-32,가호동,가좌동,,996-7,35.151431346554084,128.1057176058718,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 996-7
3987,#377,#377-33,가호동,가좌동,,996-7,35.15164828332454,128.10589612360522,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 996-7
3988,#377,#377-34,가호동,가좌동,,492-7,35.15187210396922,128.10606101803947,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 492-7
3989,#377,#377-35,가호동,가좌동,,996-7,35.152113898115566,128.1062316436743,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 996-7
3990,#377,#377-36,가호동,가좌동,,492-7,35.15235891779112,128.10639519017272,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 492-7
3991,#377,#377-37,가호동,가좌동,,492-2,35.15259933956004,128.10636990337753,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 492-2
3992,#377,#377-38,가호동,가좌동,,539,35.152500607447145,128.10657158620327,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 539
3993,#377,#377-39,가호동,가좌동,,539,35.15242715898059,128.10671874087947,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 539
3994,#377,#377-40,가호동,가좌동,,539,35.15234472348063,128.10686303006594,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 539
3995,#377,#377-41,가호동,가좌동,,539,35.15227803360861,128.10701027575044,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 539
3996,#377,#377-42,가호동,가좌동,,539,35.15219537214897,128.10717925278323,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 539
3997,#377,#377-43,가호동,가좌동,,480-8,35.15272122596486,128.1063468618979,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 480-8
3998,#377,#377-44,가호동,가좌동,,480-7,35.15287515508417,128.1062693837605,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 480-7
3999,#377,#377-45,가호동,가좌동,,480-6,35.15311018990676,128.10643992066724,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 480-6
4000,#377,#377-46,가호동,가좌동,,480-5,35.153320617079615,128.10659092060263,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 480-5
4001,#377,#377-47,가호동,가좌동,,460-3,35.153499602564516,128.1067305213412,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 460-3
4002,#377,#377-48,가호동,가좌동,,460-2,35.153694484045154,128.1068566202787,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 460-2
4003,#377,#377-49,가호동,가좌동,,460-1,35.15387810047945,128.1069825672268,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 460-1
4004,#377,#377-50,가호동,가좌동,,996-5,35.15404269013056,128.10721799930312,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 996-5
4005,#377,#377-51,가호동,가좌동,,478-8,35.154130835233545,128.10694209394086,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 478-8
4006,#377,#377-52,가호동,가좌동,,478-7,35.15427016582229,128.10722931219334,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 478-7
4007,#377,#377-53,가호동,가좌동,,478-6,35.154534638315354,128.10738379235582,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 478-6
4008,#377,#377-54,가호동,가좌동,,478-5,35.154776906814966,128.10750230601553,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 478-5
4009,#377,#377-55,가호동,가좌동,,478-3,35.15501471938064,128.10761527281525,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 478-3
4010,#377,#377-56,가호동,가좌동,,478-2,35.15524587321794,128.10771717562866,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 478-2
4011,#377,#377-57,가호동,가좌동,,478-1,35.15549062007714,128.1078110325038,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 478-1
4012,#377,#377-58,가호동,가좌동,,479-1,35.154808619793414,128.10773045328975,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 479-1
4013,#377,#377-59,가호동,가좌동,,479-1,35.15470505327582,128.1079677408162,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 479-1
4014,#377,#377-60,가호동,가좌동,,479-1,35.15459032178634,128.10819390201547,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 479-1
4015,#377,#377-61,가호동,가좌동,,479-1,35.154468680355905,128.10843643028167,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 479-1
4016,#377,#377-62,가호동,가좌동,,479-1,35.15436536352569,128.10864628361975,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 479-1
4017,#377,#377-63,가호동,가좌동,,479-1,35.15425506142716,128.10888073372158,LED,100W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 가좌동 479-1
