순번,분전함번호,표찰번호,행정동,법정동,리,지번,위도,경도,램프종류1,램프용량1,등수1,램프종류2,램프용량2,등수2,램프종류3,램프용량3,등수3,보행등종류,보행등용량,보행등기구,보행등수,총등수,설치일자,지번 주소
1,#1,#1-1,중앙동,봉래동,,247-17,35.19868453034053,128.08241482239794,LED,100W,1,,,0,,,0,,,,0,1,2019-12-20,경상남도 진주시 봉래동 247-17
2,#1,#1-2,상봉동,상봉동,,987-3,35.198796341757664,128.08209005721895,LED,100W,1,,,0,,,0,,,,0,1,2019-12-20,경상남도 진주시 상봉동 987-3
3,#1,#1-3,상봉동,상봉동,,987-3,35.19906325262998,128.08223948340225,LED,100W,1,,,0,,,0,,,,0,1,2019-12-20,경상남도 진주시 상봉동 987-3
4,#1,#1-4,중앙동,봉래동,,225-1,35.1991715949685,128.08198699627798,LED,100W,1,,,0,,,0,,,,0,1,2019-12-20,경상남도 진주시 봉래동 225-1
5,#1,#1-5,중앙동,봉래동,,223,35.19935282818049,128.08209743852555,LED,100W,1,,,0,,,0,,,,0,1,2019-12-20,경상남도 진주시 봉래동 223
6,#1,#1-6,중앙동,봉래동,,221-10,35.19955030189793,128.08183361915792,LED,100W,1,,,0,,,0,,,,0,1,2019-12-20,경상남도 진주시 봉래동 221-10
7,#1,#1-7,상봉동,상봉동,,1423-7,35.19973947119466,128.0820314920147,LED,100W,1,,,0,,,0,,,,0,1,2019-12-20,경상남도 진주시 상봉동 1423-7
8,#1,#1-8,상봉동,상봉동,,159-1,35.19992095086736,128.08181124775575,LED,100W,1,,,0,,,0,,,,0,1,2019-12-20,경상남도 진주시 상봉동 159-1
9,#1,#1-9,중앙동,봉래동,,159-1,35.200054959595946,128.08205377157935,LED,100W,1,,,0,,,0,,,,0,1,2019-12-20,경상남도 진주시 봉래동 159-1
10,#1,#1-10,상봉동,상봉동,,1422-1,35.20029874050094,128.08189586622325,LED,100W,1,,,0,,,0,,,,0,1,2019-12-20,경상남도 진주시 상봉동 1422-1
11,#1,#1-11,중앙동,봉래동,,159-1,35.20041400683736,128.08210876957153,LED,100W,1,,,0,,,0,,,,0,1,2019-12-20,경상남도 진주시 봉래동 159-1
12,#1,#1-12,상봉동,상봉동,,987-1,35.200620377207926,128.0819605248105,LED,100W,1,,,0,,,0,,,,0,1,2019-12-20,경상남도 진주시 상봉동 987-1
13,#1,#1-13,중앙동,봉래동,,158-8,35.20073095650941,128.0821752544827,LED,100W,1,,,0,,,0,,,,0,1,2019-12-20,경상남도 진주시 봉래동 158-8
14,#1,#1-14,상봉동,상봉동,,987-1,35.200881330545364,128.08200790817995,LED,100W,1,,,0,,,0,,,,0,1,2019-12-20,경상남도 진주시 상봉동 987-1
15,#2,#2-1,중앙동,평안동,,104,35.19699486370435,128.08196459820056,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 평안동 104
16,#2,#2-2,중앙동,평안동,,104,35.19708186775794,128.08231436866998,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 평안동 104
17,#2,#2-3,중앙동,평안동,,195,35.19714290831015,128.08265488543384,LED,130W,1,LED,130W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 평안동 195
18,#2,#2-4,중앙동,평안동,,104,35.197422420927616,128.08255632662747,LED,130W,1,LED,130W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 평안동 104
19,#2,#2-5,중앙동,평안동,,104,35.197476269154315,128.08290781042885,LED,130W,1,LED,130W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 평안동 104
20,#2,#2-6,중앙동,평안동,,104,35.19722940163006,128.08295042497275,LED,130W,1,LED,130W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 평안동 104
21,#2,#2-7,중앙동,평안동,,104,35.19678201559577,128.0828374314538,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 평안동 104
22,#2,#2-8,중앙동,평안동,,195,35.19633136827707,128.08301647718596,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 평안동 195
23,#2,#2-9,중앙동,평안동,,195,35.19574528399492,128.08323552488358,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 평안동 195
24,#2,#2-10,중앙동,평안동,,198,35.195312488774114,128.0833888335672,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 평안동 198
25,#2,#2-11,중앙동,대안동,,16-1,35.1949337946505,128.08352023187706,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 대안동 16-1
26,#2,#2-12,중앙동,대안동,,15-1,35.19446491890436,128.08370644617267,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 대안동 15-1
27,#3,#3-2,중앙동,대안동,,6-10,35.19518343028805,128.08370832405856,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 대안동 6-10
28,#3,#3-3,중앙동,대안동,,6-10,35.195663824281404,128.08371864769708,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 대안동 6-10
29,#3,#3-4,중앙동,대안동,,5-5,35.19565565438838,128.0835636231592,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 대안동 5-5
30,#3,#3-5,중앙동,평안동,,104,35.196006438320396,128.08339260327773,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 평안동 104
31,#3,#3-6,중앙동,평안동,,104,35.19644273710426,128.08323369727762,LED,120W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 평안동 104
32,#3,#3-7,중앙동,평안동,,104,35.196989849125835,128.0830295955303,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 평안동 104
33,#4,#4-1,중앙동,동성동,,17,35.1927047633984,128.0834667946509,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 동성동 17
34,#4,#4-2,중앙동,동성동,,17,35.19287558340622,128.08401803698325,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 동성동 17
35,#4,#4-3,중앙동,동성동,,9-13,35.19286904823067,128.08417702998108,LED,50W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 동성동 9-13
36,#4,#4-4,중앙동,동성동,,9-13,35.19285095887299,128.08426486394075,LED,50W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 동성동 9-13
37,#4,#4-5,중앙동,동성동,,9-1,35.19278782785437,128.08430872549232,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 동성동 9-1
38,#4,#4-6,중앙동,동성동,,9-4,35.19246318852401,128.08448409698178,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 동성동 9-4
39,#4,#4-7,중앙동,동성동,,12-4,35.19203939827952,128.08464838362218,LED,150W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 동성동 12-4
40,#4,#4-8,중앙동,동성동,,13-1,35.191615,128.084812,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 동성동 13-1
41,#4,#4-11,중앙동,동성동,,5-9,35.19189495456412,128.08495571505708,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 동성동 5-9
42,#4,#4-12,중앙동,동성동,,5-4,35.192336766380954,128.0848024303611,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 동성동 5-4
43,#4,#4-13,중앙동,동성동,,2-11,35.192868752272744,128.08460531053197,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 동성동 2-11
44,#4,#4-14,중앙동,동성동,,2-11,35.19298591645862,128.08463837572603,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 동성동 2-11
45,#4,#4-15,중앙동,동성동,,2-4,35.193067007860854,128.08469336707066,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 동성동 2-4
46,#4,#4-16,중앙동,동성동,,2-4,35.19312104083647,128.08477029384477,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 동성동 2-4
47,#4,#4-17,중앙동,대안동,,11-13,35.1932923674945,128.08469359902625,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 대안동 11-13
48,#4,#4-18,중앙동,대안동,,11-13,35.19331949436763,128.0845728291164,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 대안동 11-13
49,#4,#4-19,중앙동,대안동,,11-10,35.193373664275704,128.08445208688096,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 대안동 11-10
50,#4,#4-20,중앙동,대안동,,11-10,35.19342781130862,128.0843642893684,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 대안동 11-10
51,#4,#4-21,중앙동,대안동,,21,35.19395137856243,128.08415859466305,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 대안동 21
52,#4,#4-22,중앙동,대안동,,9-20,35.19427535279639,128.08409061458178,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 대안동 9-20
53,#4,#4-23,중앙동,대안동,,13-10,35.194023116157794,128.08384875907115,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 대안동 13-10
54,#4,#4-24,중앙동,대안동,,21,35.19368462514167,128.08400408095844,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 대안동 21
55,#4,#4-25,중앙동,대안동,,21,35.19333660935678,128.0841174877648,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 대안동 21
56,#4,#4-26,중앙동,대안동,,12-10,35.193247682697255,128.08413349085504,LED,50W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 대안동 12-10
57,#4,#4-27,중앙동,대안동,,12-26,35.19314856983147,128.08406749993327,LED,50W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 대안동 12-26
58,#4,#4-28,중앙동,대안동,,21,35.193065620116684,128.0839327254928,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 대안동 21
59,#4,#4-29,중앙동,대안동,,12-22,35.19296262848401,128.0836074622594,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 대안동 12-22
60,#4,#4-30,중앙동,동성동,,17,35.19322610470467,128.0851343710198,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-10-20,경상남도 진주시 동성동 17
61,#4,#4-31,중앙동,대안동,,20-9,35.19344534486339,128.08507811380878,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 대안동 20-9
62,#5,#5-1,중앙동,동성동,,216,35.19065196969598,128.08523738080873,LED,150W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 동성동 216
63,#5,#5-2,중앙동,동성동,,209-3,35.190233175533066,128.08545413884096,LED,150W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 동성동 209-3
64,#5,#5-3,중앙동,동성동,,382,35.18981903458774,128.0856544879986,LED,150W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 동성동 382
65,#5,#5-4,천전동,강남동,,381-6,35.18944243415441,128.0858206899851,LED,150W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 강남동 381-6
66,#5,#5-5,천전동,강남동,,382,35.18905415520083,128.0860203424692,LED,150W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 강남동 382
67,#5,#5-6,천전동,강남동,,382,35.18872824889844,128.08618068941246,LED,150W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 강남동 382
68,#5,#5-7,천전동,칠암동,,478-5,35.188642426653686,128.08645401997705,LED,150W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 칠암동 478-5
69,#5,#5-8,천전동,칠암동,,478-5,35.18893206401575,128.08631789416634,LED,150W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 칠암동 478-5
70,#5,#5-9,천전동,강남동,,382,35.18930325166781,128.0861334472988,LED,150W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 강남동 382
71,#5,#5-10,중앙동,동성동,,382,35.18970157327675,128.08593838080534,LED,150W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 동성동 382
72,#5,#5-11,중앙동,동성동,,209-3,35.19009078422377,128.08575417035,LED,150W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 동성동 209-3
73,#5,#5-12,중앙동,동성동,,209-3,35.19048452546503,128.0855672736575,LED,150W,1,,,0,,,0,,,,0,1,2010-07-31,경상남도 진주시 동성동 209-3
74,#6,#6-1,천전동,강남동,,381-1,35.187664866173144,128.08666607156826,LED,120W,1,LED,50W,1,,,0,,,,0,2,2024-03-08,경상남도 진주시 강남동 381-1
75,#6,#6-2,천전동,강남동,,28-1,35.187179037168455,128.08692738979065,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 강남동 28-1
76,#6,#6-3,천전동,강남동,,27-2,35.186728168749106,128.08713554743844,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 강남동 27-2
77,#6,#6-4,천전동,강남동,,16-4,35.186385504094204,128.0872998948963,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 강남동 16-4
78,#6,#6-5,천전동,강남동,,381-1,35.18566173792938,128.08766863738504,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 강남동 381-1
79,#6,#6-6,천전동,강남동,,381-1,35.185018982112545,128.08798393570595,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 강남동 381-1
80,#6,#6-7,천전동,강남동,,381-1,35.184507539647086,128.0882296206914,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 강남동 381-1
81,#7,#7-1,천전동,강남동,,11-8,35.18652959292818,128.0874977004957,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 강남동 11-8
82,#7,#7-2,천전동,강남동,,11,35.18701652740719,128.08727860284074,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 강남동 11
83,#7,#7-3,천전동,강남동,,1-15,35.18752151372507,128.08702657915504,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 강남동 1-15
84,#7,#7-4,천전동,칠암동,,496-26,35.188062557050756,128.08677459038165,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 칠암동 496-26
85,#8,#8-2,천전동,칠암동,,409,35.1806848581012,128.09036325053313,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 칠암동 409
86,#8,#8-3,천전동,칠암동,,379-5,35.181130696569056,128.09014690300208,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 칠암동 379-5
87,#8,#8-4,천전동,칠암동,,379-5,35.181712355681114,128.08986100975358,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 칠암동 379-5
88,#8,#8-5,천전동,칠암동,,351-2,35.18218770425623,128.08962035021807,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 칠암동 351-2
89,#8,#8-6,천전동,칠암동,,344,35.1826810762244,128.08937992847535,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 칠암동 344
90,#8,#8-7,천전동,칠암동,,344,35.18310210550106,128.08916598406566,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 칠암동 344
91,#8,#8-8,천전동,칠암동,,323-2,35.18373129705259,128.08885601028066,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 칠암동 323-2
92,#8,#8-9,천전동,칠암동,,322-3,35.18431978615221,128.08856195652126,LED,150W,1,,,0,,,0,,,,0,1,2022-09-14,경상남도 진주시 칠암동 322-3
93,#8,#8-10,천전동,칠암동,,320-6,35.184597963593546,128.0884476489375,LED,150W,1,LED,50W,1,,,0,,,,0,2,2022-09-14,경상남도 진주시 칠암동 320-6
94,#8,#8-11,천전동,칠암동,,304-3,35.185114208348686,128.0881690937899,LED,150W,1,LED,50W,1,,,0,,,,0,2,2022-09-14,경상남도 진주시 칠암동 304-3
95,#8,#8-12,천전동,칠암동,,298,35.1857117570618,128.0878696618325,LED,150W,1,LED,50W,1,,,0,,,,0,2,2022-09-14,경상남도 진주시 칠암동 298
96,#9,#9-1,천전동,강남동,,381-1,35.18396665993481,128.08849137755382,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 강남동 381-1
97,#9,#9-2,천전동,강남동,,381-1,35.183651916686834,128.08866283225183,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 강남동 381-1
98,#9,#9-3,천전동,강남동,,381-1,35.183217370369576,128.08887660032477,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 강남동 381-1
99,#9,#9-4,천전동,강남동,,381-1,35.18297746854586,128.08899415979428,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 강남동 381-1
100,#9,#9-5,천전동,강남동,,381-1,35.182741973860345,128.08912275550432,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 강남동 381-1
101,#9,#9-6,천전동,강남동,,381-1,35.182379917118425,128.08929357395198,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 강남동 381-1
102,#9,#9-7,천전동,강남동,,381-1,35.1821174850783,128.0894108303749,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 강남동 381-1
103,#9,#9-8,천전동,강남동,,381-1,35.18189570535918,128.0895176506417,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 강남동 381-1
104,#9,#9-9,천전동,강남동,,381-1,35.18156063448,128.08969431485926,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 강남동 381-1
105,#9,#9-10,천전동,강남동,,381-1,35.18120768766174,128.0898542721453,LED,150W,1,LED,50W,1,,,0,,,,0,2,2020-06-29,경상남도 진주시 강남동 381-1
106,#9,#9-11,천전동,강남동,,381-1,35.180872715099504,128.0900199570127,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 강남동 381-1
107,#9,#9-12,천전동,강남동,,381-1,35.18056958048637,128.09015313226192,LED,150W,1,LED,100W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 강남동 381-1
108,#9,#9-13,천전동,강남동,,381-1,35.1799809887888,128.0904581380846,LED,120W,1,,,0,,,0,,,,0,1,2022-09-13,경상남도 진주시 강남동 381-1
109,#9,#9-14,천전동,강남동,,381-1,35.17974554201724,128.0905812368472,LED,120W,1,,,0,,,0,,,,0,1,2022-09-13,경상남도 진주시 강남동 381-1
110,#9,#9-15,천전동,강남동,,381-1,35.179451270452546,128.0907309931922,LED,150W,1,LED,100W,1,,,0,,,,0,2,2024-04-12,경상남도 진주시 강남동 381-1
111,#9,#9-16,천전동,강남동,,381-1,35.17908252670753,128.09089347541476,LED,120W,1,,,0,,,0,,,,0,1,2022-09-13,경상남도 진주시 강남동 381-1
112,#10,#10-1,천전동,주약동,,173-1,35.178269595622524,128.0913207978403,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 주약동 173-1
113,#10,#10-2,천전동,주약동,,174-1,35.177755,128.091594,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 주약동 174-1
114,#10,#10-3,천전동,주약동,,174-1,35.1773948523045,128.09178096509282,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 주약동 174-1
115,#10,#10-4,천전동,주약동,,160-1,35.17694397488664,128.09198907109084,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 주약동 160-1
116,#10,#10-5,천전동,주약동,,101-3,35.17625863947221,128.0923067053333,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 주약동 101-3
117,#10,#10-6,천전동,주약동,,777-1,35.176056364634334,128.092398085109,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 주약동 777-1
118,#10,#10-7,천전동,주약동,,777-1,35.17590707380437,128.09246195089426,LED,120W,1,,,0,,,0,,,,0,1,2022-09-13,경상남도 진주시 주약동 777-1
119,#10,#10-8,천전동,주약동,,777-1,35.1757484987379,128.09255587944023,LED,120W,1,,,0,,,0,,,,0,1,2022-09-13,경상남도 진주시 주약동 777-1
120,#10,#10-9,천전동,주약동,,777-1,35.17565122444991,128.0925984864591,LED,120W,1,,,0,,,0,,,,0,1,2022-09-13,경상남도 진주시 주약동 777-1
121,#11,#11-1,천전동,주약동,,81-1,35.17394697665641,128.0936843519366,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 주약동 81-1
122,#11,#11-2,천전동,주약동,,81-1,35.17455352576691,128.0933878640658,LED,120W,1,,,0,,,0,,,,0,1,2019-12-20,경상남도 진주시 주약동 81-1
123,#11,#11-3,천전동,주약동,,81-1,35.17504242380309,128.09314468226987,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 주약동 81-1
124,#11,#11-4,천전동,주약동,,81-1,35.17536816572035,128.0930035964246,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 주약동 81-1
125,#11,#11-5,천전동,주약동,,81-1,35.17555838191124,128.0928991155453,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 주약동 81-1
126,#11,#11-6,천전동,주약동,,81-1,35.175710198286204,128.09280509742132,LED,120W,1,,,0,,,0,,,,0,1,2019-12-20,경상남도 진주시 주약동 81-1
127,#11,#11-7,천전동,주약동,,81-1,35.17600420002521,128.09268553878488,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 주약동 81-1
128,#11,#11-8,천전동,주약동,,100-1,35.176495176419145,128.0924615867067,LED,120W,1,,,0,,,0,,,,0,1,2019-12-20,경상남도 진주시 주약동 100-1
129,#11,#11-10,천전동,주약동,,161-1,35.177140221269596,128.09214364119995,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 주약동 161-1
130,#11,#11-11,천전동,주약동,,161-1,35.17730808011115,128.09201964670154,LED,120W,1,,,0,,,0,,,,0,1,2010-10-20,경상남도 진주시 주약동 161-1
131,#11,#11-12,천전동,주약동,,161-1,35.17759108830489,128.09186974811874,LED,120W,1,,,0,,,0,,,,0,1,2022-09-14,경상남도 진주시 주약동 161-1
132,#11,#11-13,천전동,주약동,,161-1,35.1781771831376,128.09159217134754,LED,120W,1,,,0,,,0,,,,0,1,2022-09-14,경상남도 진주시 주약동 161-1
133,#12,#12-1,성북동,본성동,,573-1,35.18985626168848,128.08325879971358,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 본성동 573-1
134,#12,#12-2,성북동,본성동,,573-1,35.189992263413075,128.08367232110226,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 본성동 573-1
135,#12,#12-3,성북동,본성동,,573-1,35.19015032670145,128.08413828773072,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 본성동 573-1
136,#12,#12-4,성북동,본성동,,573-1,35.19033292515602,128.08463203008765,LED,120W,1,LED,50W,1,,,0,,,,0,2,2019-12-20,경상남도 진주시 본성동 573-1
137,#13,#13-1,중앙동,장대동,,209-3,35.19068624216411,128.0860745563694,LED,100W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 장대동 209-3
138,#13,#13-2,중앙동,장대동,,209-3,35.190694946120445,128.08651381618125,LED,100W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 장대동 209-3
139,#13,#13-3,중앙동,장대동,,209-3,35.19071267069207,128.0869421043487,LED,100W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 장대동 209-3
140,#13,#13-4,중앙동,장대동,,356-16,35.19071235711316,128.08738135481448,LED,100W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 장대동 356-16
141,#13,#13-5,중앙동,장대동,,356-16,35.19072104052908,128.0878425774215,LED,100W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 장대동 356-16
142,#13,#13-6,중앙동,장대동,,356-16,35.19072969040836,128.0883477251774,LED,100W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 장대동 356-16
143,#13,#13-7,중앙동,장대동,,97,35.19072932379254,128.08885286329905,LED,100W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 장대동 97
144,#13,#13-8,중앙동,장대동,,97,35.19071093433212,128.08934700056568,LED,100W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 장대동 97
145,#13,#13-9,중앙동,장대동,,356-18,35.19066549160939,128.089852089322,LED,100W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 장대동 356-18
146,#13,#13-10,중앙동,장대동,,356-18,35.19062008741421,128.09030227126988,LED,100W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 장대동 356-18
147,#13,#13-11,중앙동,장대동,,478-1,35.19052959327481,128.0907743654525,LED,100W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 장대동 478-1
148,#13,#13-12,중앙동,장대동,,478-1,35.19040308898439,128.09118053126718,LED,100W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 장대동 478-1
149,#13,#13-13,중앙동,장대동,,478-1,35.19024050929555,128.09160861805947,LED,100W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 장대동 478-1
150,#13,#13-14,중앙동,옥봉동,,890-8,35.19009598170784,128.0920037797883,LED,100W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 옥봉동 890-8
151,#13,#13-15,중앙동,옥봉동,,890-8,35.18991534537307,128.0924647865196,LED,100W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 옥봉동 890-8
152,#13,#13-16,중앙동,옥봉동,,890-8,35.189761767168584,128.09290385950206,LED,100W,1,LED,50W,1,,,0,,,,0,2,2010-07-31,경상남도 진주시 옥봉동 890-8
153,#14,#14-1,성북동,본성동,,573-1,35.18980563415371,128.08362867134764,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-11-23,경상남도 진주시 본성동 573-1
154,#14,#14-2,성북동,본성동,,573-1,35.19006933441996,128.08437600731844,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-11-23,경상남도 진주시 본성동 573-1
155,#14,#14-3,성북동,본성동,,573-1,35.19029722818154,128.08509542412585,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-11-23,경상남도 진주시 본성동 573-1
156,#14,#14-4,중앙동,동성동,,209-3,35.19044136351037,128.08585764708036,LED,120W,1,LED,50W,1,,,0,,,,0,2,2010-11-23,경상남도 진주시 동성동 209-3
